"original_url","wayback_url","timestamp","type","products_found"
"http://www.press.sk/foto/o","a,30,30/,""""""""https://web.archive.org/web/20130623173916/http://www.press.sk/foto/o,a,30,30/","20130623173916","LISTING","0"
"http://www.press.sk/foto/o","a,30,60/,""""""""https://web.archive.org/web/20130623172927/http://www.press.sk/foto/o,a,30,60/","20130623172927","LISTING","0"
"http://www.press.sk/geografia/o","a,30,30/,""""""""https://web.archive.org/web/20130622132310/http://www.press.sk/geografia/o,a,30,30/","20130622132310","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/n","a,30,""""""""https://web.archive.org/web/20160914191422/http://www.press.sk:80/hachette-filipacchi/n,a,30","20160914191422","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/n","a,30,""""""""https://web.archive.org/web/20161016055822/http://www.press.sk:80/hachette-filipacchi/n,a,30","20161016055822","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/n","a,30,""""""""https://web.archive.org/web/20161116052930/http://www.press.sk:80/hachette-filipacchi/n,a,30","20161116052930","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/n","a,30,""""""""https://web.archive.org/web/20161117115001/http://www.press.sk:80/hachette-filipacchi/n,a,30","20161117115001","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/n","a,30,30/,""""""""https://web.archive.org/web/20160916163937/http://www.press.sk:80/hachette-filipacchi/n,a,30,30/","20160916163937","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/n","a,30,60/,""""""""https://web.archive.org/web/20160916163940/http://www.press.sk:80/hachette-filipacchi/n,a,30,60/","20160916163940","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,""""""""https://web.archive.org/web/20150709002042/http://www.press.sk:80/hachette-filipacchi/o,a,30","20150709002042","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30/,""""""""https://web.archive.org/web/20150711133348/http://www.press.sk:80/hachette-filipacchi/o,a,30/","20150711133348","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,""""""""https://web.archive.org/web/20150809054441/http://www.press.sk:80/hachette-filipacchi/o,a,30","20150809054441","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,""""""""https://web.archive.org/web/20150909042957/http://www.press.sk:80/hachette-filipacchi/o,a,30","20150909042957","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,""""""""https://web.archive.org/web/20160331212838/http://www.press.sk:80/hachette-filipacchi/o,a,30","20160331212838","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,""""""""https://web.archive.org/web/20160513143322/http://www.press.sk:80/hachette-filipacchi/o,a,30","20160513143322","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,30/,""""""""https://web.archive.org/web/20141028222845/http://www.press.sk:80/hachette-filipacchi/o,a,30,30/","20141028222845","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,30,""""""""https://web.archive.org/web/20150708230626/http://www.press.sk:80/hachette-filipacchi/o,a,30,30","20150708230626","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,30/,""""""""https://web.archive.org/web/20150710040234/http://www.press.sk:80/hachette-filipacchi/o,a,30,30/","20150710040234","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,30,""""""""https://web.archive.org/web/20150809054446/http://www.press.sk:80/hachette-filipacchi/o,a,30,30","20150809054446","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,30,""""""""https://web.archive.org/web/20150909045623/http://www.press.sk:80/hachette-filipacchi/o,a,30,30","20150909045623","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,30,""""""""https://web.archive.org/web/20160330100723/http://www.press.sk:80/hachette-filipacchi/o,a,30,30","20160330100723","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,30,""""""""https://web.archive.org/web/20160515100447/http://www.press.sk:80/hachette-filipacchi/o,a,30,30","20160515100447","LISTING","0"
"http://www.press.sk/hachette-filipacchi/o","a,30,30/,""""""""https://web.archive.org/web/20160802144250/http://www.press.sk/hachette-filipacchi/o,a,30,30/","20160802144250","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,30/,""""""""https://web.archive.org/web/20160906094617/http://www.press.sk:80/hachette-filipacchi/o,a,30,30/","20160906094617","LISTING","0"
"http://www.press.sk/hachette-filipacchi/o","a,30,60/,""""""""https://web.archive.org/web/20160802162049/http://www.press.sk/hachette-filipacchi/o,a,30,60/","20160802162049","LISTING","0"
"http://www.press.sk:80/hachette-filipacchi/o","a,30,60/,""""""""https://web.archive.org/web/20160906094416/http://www.press.sk:80/hachette-filipacchi/o,a,30,60/","20160906094416","LISTING","0"
"http://www.press.sk:80/harry-potter-kniha-sachu/o","a,30,30/,""""""""https://web.archive.org/web/20150106110109/http://www.press.sk:80/harry-potter-kniha-sachu/o,a,30,30/","20150106110109","LISTING","0"
"http://www.press.sk/helikoptery-sveta/o","a,30,30/,""""""""https://web.archive.org/web/20130621040056/http://www.press.sk/helikoptery-sveta/o,a,30,30/","20130621040056","LISTING","0"
"http://www.press.sk:80/hotove-modely/o","a,100,100,""""""""https://web.archive.org/web/20170528172200/http://www.press.sk:80/hotove-modely/o,a,100,100","20170528172200","LISTING","0"
"http://www.press.sk:80/hotove-modely/p","a,100,""""""""https://web.archive.org/web/20170528173355/http://www.press.sk:80/hotove-modely/p,a,100","20170528173355","LISTING","0"
"http://www.press.sk:80/hotove-modely/p","a,100,100,""""""""https://web.archive.org/web/20170528172341/http://www.press.sk:80/hotove-modely/p,a,100,100","20170528172341","LISTING","0"
"http://www.press.sk:80/hotove-modely/p","a,100,200,""""""""https://web.archive.org/web/20170528172514/http://www.press.sk:80/hotove-modely/p,a,100,200","20170528172514","LISTING","0"
"http://www.press.sk:80/hotove-modely/p","a,100,500,""""""""https://web.archive.org/web/20170528172346/http://www.press.sk:80/hotove-modely/p,a,100,500","20170528172346","LISTING","0"
"http://www.press.sk:80/images/banners/10knihy.swf","https://web.archive.org/web/20040704210526/http://www.press.sk:80/images/banners/10knihy.swf","20040704210526","LISTING","0"
"http://www.press.sk:80/images/banners/10knihy.swf","https://web.archive.org/web/20040920212657/http://www.press.sk:80/images/banners/10knihy.swf","20040920212657","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20130415091306/http://www.press.sk/images/slimbox-images/slimbox.php","20130415091306","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20130422125553/http://www.press.sk/images/slimbox-images/slimbox.php","20130422125553","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20130422213056/http://www.press.sk/images/slimbox-images/slimbox.php","20130422213056","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20130816053710/http://www.press.sk/images/slimbox-images/slimbox.php","20130816053710","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20131011062806/http://www.press.sk/images/slimbox-images/slimbox.php","20131011062806","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20131017001216/http://www.press.sk/images/slimbox-images/slimbox.php","20131017001216","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20140217062108/http://www.press.sk/images/slimbox-images/slimbox.php","20140217062108","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20140521201402/http://www.press.sk/images/slimbox-images/slimbox.php","20140521201402","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20141226032952/http://www.press.sk/images/slimbox-images/slimbox.php","20141226032952","LISTING","0"
"http://www.press.sk/images/slimbox-images/slimbox.php","https://web.archive.org/web/20150804230936/http://www.press.sk/images/slimbox-images/slimbox.php","20150804230936","LISTING","0"
